airport,iana_timezone,source
VXC,Africa/Maputo,OpenFlights airports.dat
VXE,Atlantic/Cape_Verde,OpenFlights airports.dat
VXO,Europe/Stockholm,OpenFlights airports.dat
VYS,America/Chicago,OpenFlights airports.dat
WAA,America/Anchorage,OpenFlights airports.dat
WAE,Asia/Riyadh,OpenFlights airports.dat
WAF,Asia/Karachi,OpenFlights airports.dat
WAG,Pacific/Auckland,OpenFlights airports.dat
WAI,Indian/Antananarivo,OpenFlights airports.dat
WAL,America/New_York,OpenFlights airports.dat
WAM,Indian/Antananarivo,OpenFlights airports.dat
WAQ,Indian/Antananarivo,OpenFlights airports.dat
WAR,Asia/Jayapura,OpenFlights airports.dat
WAT,Europe/Dublin,OpenFlights airports.dat
WAW,Europe/Warsaw,OpenFlights airports.dat
WBG,Europe/Berlin,OpenFlights airports.dat
WBM,Pacific/Port_Moresby,OpenFlights airports.dat
WBQ,America/Anchorage,OpenFlights airports.dat
WBU,America/Denver,OpenFlights airports.dat
WBW,America/New_York,OpenFlights airports.dat
WCH,America/Santiago,OpenFlights airports.dat
WDH,Africa/Windhoek,OpenFlights airports.dat
WDR,America/New_York,OpenFlights airports.dat
WEF,Asia/Shanghai,OpenFlights airports.dat
WEH,Asia/Shanghai,OpenFlights airports.dat
WEI,Australia/Brisbane,OpenFlights airports.dat
WFI,Indian/Antananarivo,OpenFlights airports.dat
WFK,America/New_York,OpenFlights airports.dat
WGA,Australia/Sydney,OpenFlights airports.dat
WGE,Australia/Sydney,OpenFlights airports.dat
WGP,Asia/Makassar,OpenFlights airports.dat
WHF,Africa/Khartoum,OpenFlights airports.dat
WHK,Pacific/Auckland,OpenFlights airports.dat
WHP,America/Los_Angeles,OpenFlights airports.dat
WIC,Europe/London,OpenFlights airports.dat
WIE,Europe/Berlin,OpenFlights airports.dat
WIL,Africa/Nairobi,OpenFlights airports.dat
WIN,Australia/Brisbane,OpenFlights airports.dat
WIO,Australia/Sydney,OpenFlights airports.dat
WIR,Pacific/Auckland,OpenFlights airports.dat
WJR,Africa/Nairobi,OpenFlights airports.dat
WJU,Asia/Seoul,OpenFlights airports.dat
WKA,Pacific/Auckland,OpenFlights airports.dat
WKF,Africa/Johannesburg,OpenFlights airports.dat
WKJ,Asia/Tokyo,OpenFlights airports.dat
WKK,America/Anchorage,OpenFlights airports.dat
WKL,Pacific/Honolulu,OpenFlights airports.dat
WLD,America/Chicago,OpenFlights airports.dat
WLG,Pacific/Auckland,OpenFlights airports.dat
WLH,Pacific/Efate,OpenFlights airports.dat
WLK,America/Anchorage,OpenFlights airports.dat
WLS,Pacific/Wallis,OpenFlights airports.dat
WMA,Indian/Antananarivo,OpenFlights airports.dat
WME,Australia/Perth,OpenFlights airports.dat
WMI,Europe/Warsaw,OpenFlights airports.dat
WMN,Indian/Antananarivo,OpenFlights airports.dat
WMO,America/Anchorage,OpenFlights airports.dat
WMP,Indian/Antananarivo,OpenFlights airports.dat
WMR,Indian/Antananarivo,OpenFlights airports.dat
WMX,Asia/Jayapura,OpenFlights airports.dat
WNA,America/Anchorage,OpenFlights airports.dat
WNN,America/Toronto,OpenFlights airports.dat
WNP,Asia/Manila,OpenFlights airports.dat
WNR,Australia/Brisbane,OpenFlights airports.dat
WNS,Asia/Karachi,OpenFlights airports.dat
WNZ,Asia/Shanghai,OpenFlights airports.dat
WOE,Europe/Amsterdam,OpenFlights airports.dat
WOL,Australia/Sydney,OpenFlights airports.dat
WOT,Asia/Taipei,OpenFlights airports.dat
WPB,Indian/Antananarivo,OpenFlights airports.dat
WPR,America/Santiago,OpenFlights airports.dat
WPU,America/Santiago,OpenFlights airports.dat
WRB,America/New_York,OpenFlights airports.dat
WRE,Pacific/Auckland,OpenFlights airports.dat
WRG,America/Anchorage,OpenFlights airports.dat
WRI,America/New_York,OpenFlights airports.dat
WRL,America/Denver,OpenFlights airports.dat
WRO,Europe/Warsaw,OpenFlights airports.dat
WRT,Europe/London,OpenFlights airports.dat
WRY,Europe/London,OpenFlights airports.dat
WRZ,Asia/Colombo,OpenFlights airports.dat
WSD,America/Denver,OpenFlights airports.dat
WSN,America/Anchorage,OpenFlights airports.dat
WSO,America/Paramaribo,OpenFlights airports.dat
WSP,America/Managua,OpenFlights airports.dat
WSR,Asia/Jayapura,OpenFlights airports.dat
WST,America/New_York,OpenFlights airports.dat
WSY,Australia/Brisbane,OpenFlights airports.dat
WSZ,Pacific/Auckland,OpenFlights airports.dat
WTA,Indian/Antananarivo,OpenFlights airports.dat
WTB,Australia/Brisbane,OpenFlights airports.dat
WTK,America/Anchorage,OpenFlights airports.dat
WTN,Europe/London,OpenFlights airports.dat
WTS,Indian/Antananarivo,OpenFlights airports.dat
WTZ,Pacific/Auckland,OpenFlights airports.dat
WUA,Asia/Shanghai,OpenFlights airports.dat
WUH,Asia/Shanghai,OpenFlights airports.dat
WUN,Australia/Perth,OpenFlights airports.dat
WUS,Asia/Shanghai,OpenFlights airports.dat
WUU,Africa/Juba,OpenFlights airports.dat
WUX,Asia/Shanghai,OpenFlights airports.dat
WUZ,Asia/Shanghai,OpenFlights airports.dat
WVB,Africa/Windhoek,OpenFlights airports.dat
WVK,Indian/Antananarivo,OpenFlights airports.dat
WVN,Europe/Berlin,OpenFlights airports.dat
WWD,America/New_York,OpenFlights airports.dat
WWK,Pacific/Port_Moresby,OpenFlights airports.dat
WXN,Asia/Shanghai,OpenFlights airports.dat
WYA,Australia/Adelaide,OpenFlights airports.dat
WYE,Africa/Freetown,OpenFlights airports.dat
WYN,Australia/Perth,OpenFlights airports.dat
WYS,America/Denver,OpenFlights airports.dat
XAB,Europe/Paris,OpenFlights airports.dat
XAP,America/Sao_Paulo,OpenFlights airports.dat
XAU,America/Cayenne,OpenFlights airports.dat
XBE,America/Winnipeg,OpenFlights airports.dat
XBJ,Asia/Tehran,OpenFlights airports.dat
XCH,Indian/Christmas,OpenFlights airports.dat
XCR,Europe/Paris,OpenFlights airports.dat
XCZ,Europe/Paris,OpenFlights airports.dat
XFN,Asia/Shanghai,OpenFlights airports.dat
XFW,Europe/Berlin,OpenFlights airports.dat
XGN,Africa/Luanda,OpenFlights airports.dat
XGR,America/Toronto,OpenFlights airports.dat
XIC,Asia/Shanghai,OpenFlights airports.dat
XIL,Asia/Shanghai,OpenFlights airports.dat
XIY,Asia/Shanghai,OpenFlights airports.dat
XJD,Asia/Qatar,OpenFlights airports.dat
XJM,Asia/Karachi,OpenFlights airports.dat
XKH,Asia/Vientiane,OpenFlights airports.dat
XKS,America/Toronto,OpenFlights airports.dat
XLB,America/Winnipeg,OpenFlights airports.dat
XLS,Africa/Dakar,OpenFlights airports.dat
XMC,Australia/Hobart,OpenFlights airports.dat
XME,Europe/Paris,OpenFlights airports.dat
XMH,Pacific/Tahiti,OpenFlights airports.dat
XMN,Asia/Shanghai,OpenFlights airports.dat
XMS,America/Guayaquil,OpenFlights airports.dat
XMW,Europe/Paris,OpenFlights airports.dat
XMY,Australia/Brisbane,OpenFlights airports.dat
XNA,America/Chicago,OpenFlights airports.dat
XNN,Asia/Shanghai,OpenFlights airports.dat
XOG,Europe/Paris,OpenFlights airports.dat
XQC,Asia/Baghdad,OpenFlights airports.dat
XQP,America/Costa_Rica,OpenFlights airports.dat
XRH,Australia/Sydney,OpenFlights airports.dat
XRY,Europe/Madrid,OpenFlights airports.dat
XSB,Asia/Dubai,OpenFlights airports.dat
XSC,America/Grand_Turk,OpenFlights airports.dat
XSD,America/Los_Angeles,OpenFlights airports.dat
XSI,America/Winnipeg,OpenFlights airports.dat
XSP,Asia/Singapore,OpenFlights airports.dat
XTG,Australia/Brisbane,OpenFlights airports.dat
XTL,America/Winnipeg,OpenFlights airports.dat
XUZ,Asia/Shanghai,OpenFlights airports.dat
XVS,Europe/Paris,OpenFlights airports.dat
XWA,America/Chicago,AirNav supplement
XYA,Pacific/Guadalcanal,OpenFlights airports.dat
XYE,Asia/Rangoon,OpenFlights airports.dat
YAA,America/Vancouver,OpenFlights airports.dat
YAB,America/Winnipeg,OpenFlights airports.dat
YAC,America/Winnipeg,OpenFlights airports.dat
YAG,America/Winnipeg,OpenFlights airports.dat
YAI,America/Santiago,OpenFlights airports.dat
YAK,America/Anchorage,OpenFlights airports.dat
YAM,America/Toronto,OpenFlights airports.dat
YAO,Africa/Douala,OpenFlights airports.dat
YAP,Pacific/Truk,OpenFlights airports.dat
YAT,America/Toronto,OpenFlights airports.dat
YAX,America/Winnipeg,OpenFlights airports.dat
YAY,America/St_Johns,OpenFlights airports.dat
YAZ,America/Vancouver,OpenFlights airports.dat
YBB,America/Edmonton,OpenFlights airports.dat
YBC,America/Toronto,OpenFlights airports.dat
YBE,America/Regina,OpenFlights airports.dat
YBG,America/Toronto,OpenFlights airports.dat
YBI,America/Halifax,OpenFlights airports.dat
YBK,America/Winnipeg,OpenFlights airports.dat
YBL,America/Vancouver,OpenFlights airports.dat
YBO,America/Vancouver,OpenFlights airports.dat
YBP,Asia/Shanghai,OpenFlights airports.dat
YBR,America/Winnipeg,OpenFlights airports.dat
YBT,America/Winnipeg,OpenFlights airports.dat
YBV,America/Winnipeg,OpenFlights airports.dat
YBW,America/Vancouver,OpenFlights airports.dat
YBX,America/Blanc-Sablon,OpenFlights airports.dat
YBY,America/Edmonton,OpenFlights airports.dat
YCB,America/Edmonton,OpenFlights airports.dat
YCC,America/Toronto,OpenFlights airports.dat
YCD,America/Vancouver,OpenFlights airports.dat
YCG,America/Vancouver,OpenFlights airports.dat
YCH,America/Halifax,OpenFlights airports.dat
YCK,America/Edmonton,OpenFlights airports.dat
YCL,America/Halifax,OpenFlights airports.dat
YCM,America/Toronto,OpenFlights airports.dat
YCN,America/Toronto,OpenFlights airports.dat
YCO,America/Edmonton,OpenFlights airports.dat
YCR,America/Winnipeg,OpenFlights airports.dat
YCS,America/Winnipeg,OpenFlights airports.dat
YCT,America/Edmonton,OpenFlights airports.dat
YCU,Asia/Shanghai,OpenFlights airports.dat
YCW,America/Vancouver,OpenFlights airports.dat
YCY,America/Toronto,OpenFlights airports.dat
YDA,America/Vancouver,OpenFlights airports.dat
YDB,America/Vancouver,OpenFlights airports.dat
YDF,America/St_Johns,OpenFlights airports.dat
YDL,America/Vancouver,OpenFlights airports.dat
YDN,America/Winnipeg,OpenFlights airports.dat
YDP,America/Halifax,OpenFlights airports.dat
YDQ,America/Dawson_Creek,OpenFlights airports.dat
YDT,America/Vancouver,OpenFlights airports.dat
YEC,Asia/Seoul,OpenFlights airports.dat
YEG,America/Edmonton,OpenFlights airports.dat
YEI,Europe/Istanbul,OpenFlights airports.dat
YEK,America/Winnipeg,OpenFlights airports.dat
YEL,America/Toronto,OpenFlights airports.dat
YEM,America/Toronto,OpenFlights airports.dat
YEN,America/Regina,OpenFlights airports.dat
YEO,Europe/London,OpenFlights airports.dat
YER,America/Toronto,OpenFlights airports.dat
YES,Asia/Tehran,OpenFlights airports.dat
YET,America/Edmonton,OpenFlights airports.dat
YEU,America/Winnipeg,OpenFlights airports.dat
YEV,America/Edmonton,OpenFlights airports.dat
YFA,America/Toronto,OpenFlights airports.dat
YFB,America/Toronto,OpenFlights airports.dat
YFC,America/Halifax,OpenFlights airports.dat
YFE,America/Toronto,OpenFlights airports.dat
YFH,America/Toronto,OpenFlights airports.dat
YFJ,America/Edmonton,OpenFlights airports.dat
YFO,America/Winnipeg,OpenFlights airports.dat
YFR,America/Edmonton,OpenFlights airports.dat
YFS,America/Edmonton,OpenFlights airports.dat
YFX,America/St_Johns,OpenFlights airports.dat
YGB,America/Vancouver,OpenFlights airports.dat
YGG,America/Vancouver,OpenFlights airports.dat
YGH,America/Edmonton,OpenFlights airports.dat
YGJ,Asia/Tokyo,OpenFlights airports.dat
YGK,America/Toronto,OpenFlights airports.dat
YGL,America/Toronto,OpenFlights airports.dat
YGM,America/Winnipeg,OpenFlights airports.dat
YGO,America/Winnipeg,OpenFlights airports.dat
YGP,America/Toronto,OpenFlights airports.dat
YGQ,America/Toronto,OpenFlights airports.dat
YGR,America/Toronto,OpenFlights airports.dat
YGT,America/Toronto,OpenFlights airports.dat
YGV,America/Toronto,OpenFlights airports.dat
YGW,America/Toronto,OpenFlights airports.dat
YGX,America/Winnipeg,OpenFlights airports.dat
YGZ,America/Toronto,OpenFlights airports.dat
YHA,America/St_Johns,OpenFlights airports.dat
YHB,America/Regina,OpenFlights airports.dat
YHD,America/Winnipeg,OpenFlights airports.dat
YHF,America/Toronto,OpenFlights airports.dat
YHI,America/Edmonton,OpenFlights airports.dat
YHK,America/Edmonton,OpenFlights airports.dat
YHM,America/Toronto,OpenFlights airports.dat
YHN,America/Toronto,OpenFlights airports.dat
YHO,America/Halifax,OpenFlights airports.dat
YHP,America/Winnipeg,OpenFlights airports.dat
YHR,America/Blanc-Sablon,OpenFlights airports.dat
YHU,America/Toronto,OpenFlights airports.dat
YHY,America/Edmonton,OpenFlights airports.dat
YHZ,America/Halifax,OpenFlights airports.dat
YIB,America/Coral_Harbour,OpenFlights airports.dat
YIC,Asia/Shanghai,OpenFlights airports.dat
YIF,America/Blanc-Sablon,OpenFlights airports.dat
YIH,Asia/Shanghai,OpenFlights airports.dat
YIK,America/Toronto,OpenFlights airports.dat
YIN,Asia/Shanghai,OpenFlights airports.dat
YIO,America/Toronto,OpenFlights airports.dat
YIP,America/New_York,OpenFlights airports.dat
YIV,America/Winnipeg,OpenFlights airports.dat
YIW,Asia/Shanghai,OpenFlights airports.dat
YJN,America/Toronto,OpenFlights airports.dat
YJT,America/St_Johns,OpenFlights airports.dat
YKA,America/Vancouver,OpenFlights airports.dat
YKF,America/Toronto,OpenFlights airports.dat
YKG,America/Toronto,OpenFlights airports.dat
YKL,America/Toronto,OpenFlights airports.dat
YKM,America/Los_Angeles,OpenFlights airports.dat
YKN,America/Chicago,OpenFlights airports.dat
YKQ,America/Toronto,OpenFlights airports.dat
YKS,Asia/Yakutsk,OpenFlights airports.dat
YKU,America/Toronto,OpenFlights airports.dat
YKX,America/Toronto,OpenFlights airports.dat
YKY,America/Regina,OpenFlights airports.dat
YKZ,America/Toronto,OpenFlights airports.dat
YLC,America/Toronto,OpenFlights airports.dat
YLD,America/Toronto,OpenFlights airports.dat
YLE,America/Edmonton,OpenFlights airports.dat
YLH,America/Toronto,OpenFlights airports.dat
YLI,Europe/Helsinki,OpenFlights airports.dat
YLJ,America/Regina,OpenFlights airports.dat
YLK,America/Toronto,OpenFlights airports.dat
YLL,America/Edmonton,OpenFlights airports.dat
YLT,America/Toronto,OpenFlights airports.dat
YLW,America/Vancouver,OpenFlights airports.dat
YLY,America/Vancouver,OpenFlights airports.dat
YMA,America/Vancouver,OpenFlights airports.dat
YMG,America/Toronto,OpenFlights airports.dat
YMH,America/St_Johns,OpenFlights airports.dat
YMJ,America/Regina,OpenFlights airports.dat
YMM,America/Edmonton,OpenFlights airports.dat
YMN,America/Halifax,OpenFlights airports.dat
YMO,America/Toronto,OpenFlights airports.dat
YMS,America/Lima,OpenFlights airports.dat
YMT,America/Toronto,OpenFlights airports.dat
YMW,America/Toronto,OpenFlights airports.dat
YMX,America/Toronto,OpenFlights airports.dat
YNA,America/Toronto,OpenFlights airports.dat
YNB,Asia/Riyadh,OpenFlights airports.dat
YNC,America/Toronto,OpenFlights airports.dat
YND,America/Toronto,OpenFlights airports.dat
YNE,America/Winnipeg,OpenFlights airports.dat
YNG,America/New_York,OpenFlights airports.dat
YNJ,Asia/Shanghai,OpenFlights airports.dat
YNL,America/Regina,OpenFlights airports.dat
YNM,America/Toronto,OpenFlights airports.dat
YNO,America/Winnipeg,OpenFlights airports.dat
YNP,America/Halifax,OpenFlights airports.dat
YNS,America/Toronto,OpenFlights airports.dat
YNT,Asia/Shanghai,OpenFlights airports.dat
YNY,Asia/Seoul,OpenFlights airports.dat
YNZ,Asia/Shanghai,OpenFlights airports.dat
YOA,America/Edmonton,OpenFlights airports.dat
YOC,America/Vancouver,OpenFlights airports.dat
YOD,America/Edmonton,OpenFlights airports.dat
YOG,America/Toronto,OpenFlights airports.dat
YOH,America/Winnipeg,OpenFlights airports.dat
YOJ,America/Edmonton,OpenFlights airports.dat
YOL,Africa/Lagos,OpenFlights airports.dat
YOO,America/Toronto,OpenFlights airports.dat
YOP,America/Edmonton,OpenFlights airports.dat
YOW,America/Toronto,OpenFlights airports.dat
YPA,America/Regina,OpenFlights airports.dat
YPC,America/Edmonton,OpenFlights airports.dat
YPD,America/Toronto,OpenFlights airports.dat
YPE,America/Edmonton,OpenFlights airports.dat
YPG,America/Winnipeg,OpenFlights airports.dat
YPH,America/Toronto,OpenFlights airports.dat
YPJ,America/Toronto,OpenFlights airports.dat
YPL,America/Coral_Harbour,OpenFlights airports.dat
YPM,America/Winnipeg,OpenFlights airports.dat
YPN,America/Toronto,OpenFlights airports.dat
YPO,America/Toronto,OpenFlights airports.dat
YPQ,America/Toronto,OpenFlights airports.dat
YPR,America/Vancouver,OpenFlights airports.dat
YPW,America/Vancouver,OpenFlights airports.dat
YPX,America/Toronto,OpenFlights airports.dat
YPY,America/Edmonton,OpenFlights airports.dat
YQA,America/Toronto,OpenFlights airports.dat
YQB,America/Toronto,OpenFlights airports.dat
YQC,America/Toronto,OpenFlights airports.dat
YQD,America/Winnipeg,OpenFlights airports.dat
YQF,America/Edmonton,OpenFlights airports.dat
YQG,America/Toronto,OpenFlights airports.dat
YQH,America/Vancouver,OpenFlights airports.dat
YQI,America/Halifax,OpenFlights airports.dat
YQK,America/Winnipeg,OpenFlights airports.dat
YQL,America/Edmonton,OpenFlights airports.dat
YQM,America/Halifax,OpenFlights airports.dat
YQN,America/Toronto,OpenFlights airports.dat
YQQ,America/Vancouver,OpenFlights airports.dat
YQR,America/Regina,OpenFlights airports.dat
YQT,America/Toronto,OpenFlights airports.dat
YQU,America/Edmonton,OpenFlights airports.dat
YQV,America/Regina,OpenFlights airports.dat
YQW,America/Regina,OpenFlights airports.dat
YQX,America/St_Johns,OpenFlights airports.dat
YQY,America/Halifax,OpenFlights airports.dat
YQZ,America/Vancouver,OpenFlights airports.dat
YRA,America/Edmonton,OpenFlights airports.dat
YRB,America/Winnipeg,OpenFlights airports.dat
YRF,America/Halifax,OpenFlights airports.dat
YRG,America/Halifax,OpenFlights airports.dat
YRI,America/Toronto,OpenFlights airports.dat
YRJ,America/Toronto,OpenFlights airports.dat
YRL,America/Winnipeg,OpenFlights airports.dat
YRM,America/Edmonton,OpenFlights airports.dat
YRQ,America/Toronto,OpenFlights airports.dat
YRS,America/Winnipeg,OpenFlights airports.dat
YRT,America/Winnipeg,OpenFlights airports.dat
YRV,America/Vancouver,OpenFlights airports.dat
YSB,America/Toronto,OpenFlights airports.dat
YSC,America/Toronto,OpenFlights airports.dat
YSD,America/Edmonton,OpenFlights airports.dat
YSF,America/Regina,OpenFlights airports.dat
YSJ,America/Halifax,OpenFlights airports.dat
YSM,America/Edmonton,OpenFlights airports.dat
YSO,America/Halifax,OpenFlights airports.dat
YSP,America/Toronto,OpenFlights airports.dat
YSR,America/Toronto,OpenFlights airports.dat
YST,America/Winnipeg,OpenFlights airports.dat
YSU,America/Halifax,OpenFlights airports.dat
YSY,America/Edmonton,OpenFlights airports.dat
YTA,America/Toronto,OpenFlights airports.dat
YTE,America/Toronto,OpenFlights airports.dat
YTF,America/Toronto,OpenFlights airports.dat
YTH,America/Winnipeg,OpenFlights airports.dat
YTL,America/Winnipeg,OpenFlights airports.dat
YTM,America/Toronto,OpenFlights airports.dat
YTQ,America/Toronto,OpenFlights airports.dat
YTR,America/Toronto,OpenFlights airports.dat
YTS,America/Toronto,OpenFlights airports.dat
YTY,Asia/Shanghai,OpenFlights airports.dat
YTZ,America/Toronto,OpenFlights airports.dat
YUB,America/Edmonton,OpenFlights airports.dat
YUD,America/Toronto,OpenFlights airports.dat
YUE,Australia/Darwin,OpenFlights airports.dat
YUL,America/Toronto,OpenFlights airports.dat
YUM,America/Phoenix,OpenFlights airports.dat
YUS,Asia/Shanghai,OpenFlights airports.dat
YUT,America/Winnipeg,OpenFlights airports.dat
YUX,America/Toronto,OpenFlights airports.dat
YUY,America/Toronto,OpenFlights airports.dat
YVA,Indian/Comoro,OpenFlights airports.dat
YVB,America/Toronto,OpenFlights airports.dat
YVC,America/Regina,OpenFlights airports.dat
YVG,America/Edmonton,OpenFlights airports.dat
YVM,America/Toronto,OpenFlights airports.dat
YVO,America/Toronto,OpenFlights airports.dat
YVP,America/Toronto,OpenFlights airports.dat
YVQ,America/Edmonton,OpenFlights airports.dat
YVR,America/Vancouver,OpenFlights airports.dat
YVT,America/Regina,OpenFlights airports.dat
YVV,America/Toronto,OpenFlights airports.dat
YVZ,America/Winnipeg,OpenFlights airports.dat
YWA,America/Toronto,OpenFlights airports.dat
YWB,America/Toronto,OpenFlights airports.dat
