airport,iana_timezone,source
MSN,America/Chicago,OpenFlights airports.dat
MSO,America/Denver,OpenFlights airports.dat
MSP,America/Chicago,OpenFlights airports.dat
MSQ,Europe/Minsk,OpenFlights airports.dat
MSR,Europe/Istanbul,OpenFlights airports.dat
MSS,America/New_York,OpenFlights airports.dat
MST,Europe/Amsterdam,OpenFlights airports.dat
MSU,Africa/Maseru,OpenFlights airports.dat
MSW,Africa/Asmera,OpenFlights airports.dat
MSY,America/Chicago,OpenFlights airports.dat
MSZ,Africa/Luanda,OpenFlights airports.dat
MTC,America/New_York,OpenFlights airports.dat
MTF,Africa/Addis_Ababa,OpenFlights airports.dat
MTH,America/New_York,OpenFlights airports.dat
MTJ,America/Denver,OpenFlights airports.dat
MTK,Pacific/Tarawa,OpenFlights airports.dat
MTL,Australia/Sydney,OpenFlights airports.dat
MTM,America/Anchorage,OpenFlights airports.dat
MTN,America/New_York,OpenFlights airports.dat
MTR,America/Bogota,OpenFlights airports.dat
MTS,Africa/Mbabane,OpenFlights airports.dat
MTT,America/Mexico_City,OpenFlights airports.dat
MTV,Pacific/Efate,OpenFlights airports.dat
MTY,America/Mexico_City,OpenFlights airports.dat
MTZ,Asia/Jerusalem,OpenFlights airports.dat
MUA,Pacific/Guadalcanal,OpenFlights airports.dat
MUB,Africa/Gaborone,OpenFlights airports.dat
MUC,Europe/Berlin,OpenFlights airports.dat
MUD,Africa/Maputo,OpenFlights airports.dat
MUE,Pacific/Honolulu,OpenFlights airports.dat
MUH,Africa/Cairo,OpenFlights airports.dat
MUI,America/New_York,OpenFlights airports.dat
MUK,Pacific/Rarotonga,OpenFlights airports.dat
MUN,America/Caracas,OpenFlights airports.dat
MUO,America/Denver,OpenFlights airports.dat
MUR,Asia/Kuala_Lumpur,OpenFlights airports.dat
MUS,Asia/Tokyo,OpenFlights airports.dat
MUW,Africa/Algiers,OpenFlights airports.dat
MUX,Asia/Karachi,OpenFlights airports.dat
MUZ,Africa/Dar_es_Salaam,OpenFlights airports.dat
MVA,Atlantic/Reykjavik,OpenFlights airports.dat
MVB,Africa/Libreville,OpenFlights airports.dat
MVD,America/Montevideo,OpenFlights airports.dat
MVF,America/Fortaleza,OpenFlights airports.dat
MVL,America/New_York,OpenFlights airports.dat
MVP,America/Bogota,OpenFlights airports.dat
MVQ,Europe/Minsk,OpenFlights airports.dat
MVR,Africa/Douala,OpenFlights airports.dat
MVS,America/Fortaleza,OpenFlights airports.dat
MVT,Pacific/Tahiti,OpenFlights airports.dat
MVV,Europe/Paris,OpenFlights airports.dat
MVY,America/New_York,OpenFlights airports.dat
MVZ,Africa/Harare,OpenFlights airports.dat
MWA,America/Chicago,OpenFlights airports.dat
MWC,America/Chicago,OpenFlights airports.dat
MWD,Asia/Karachi,OpenFlights airports.dat
MWF,Pacific/Efate,OpenFlights airports.dat
MWH,America/Los_Angeles,OpenFlights airports.dat
MWK,Asia/Jakarta,OpenFlights airports.dat
MWL,America/Chicago,OpenFlights airports.dat
MWQ,Asia/Rangoon,OpenFlights airports.dat
MWX,Asia/Seoul,OpenFlights airports.dat
MWZ,Africa/Dar_es_Salaam,OpenFlights airports.dat
MXB,Asia/Makassar,OpenFlights airports.dat
MXF,America/Chicago,OpenFlights airports.dat
MXH,Pacific/Port_Moresby,OpenFlights airports.dat
MXJ,Africa/Lagos,OpenFlights airports.dat
MXL,America/Tijuana,OpenFlights airports.dat
MXM,Indian/Antananarivo,OpenFlights airports.dat
MXN,Europe/Paris,OpenFlights airports.dat
MXP,Europe/Rome,OpenFlights airports.dat
MXS,Pacific/Apia,OpenFlights airports.dat
MXT,Indian/Antananarivo,OpenFlights airports.dat
MXV,Asia/Ulaanbaatar,OpenFlights airports.dat
MXX,Europe/Stockholm,OpenFlights airports.dat
MXZ,Asia/Shanghai,OpenFlights airports.dat
MYA,Australia/Sydney,OpenFlights airports.dat
MYB,Africa/Libreville,OpenFlights airports.dat
MYC,America/Caracas,OpenFlights airports.dat
MYD,Africa/Nairobi,OpenFlights airports.dat
MYE,Asia/Tokyo,OpenFlights airports.dat
MYG,America/Nassau,OpenFlights airports.dat
MYI,Australia/Brisbane,OpenFlights airports.dat
MYJ,Asia/Tokyo,OpenFlights airports.dat
MYL,America/Denver,OpenFlights airports.dat
MYP,Asia/Ashgabat,OpenFlights airports.dat
MYQ,Asia/Calcutta,OpenFlights airports.dat
MYR,America/New_York,OpenFlights airports.dat
MYT,Asia/Rangoon,OpenFlights airports.dat
MYU,America/Anchorage,OpenFlights airports.dat
MYV,America/Los_Angeles,OpenFlights airports.dat
MYW,Africa/Dar_es_Salaam,OpenFlights airports.dat
MYY,Asia/Kuala_Lumpur,OpenFlights airports.dat
MZB,Africa/Maputo,OpenFlights airports.dat
MZG,Asia/Taipei,OpenFlights airports.dat
MZH,Europe/Istanbul,OpenFlights airports.dat
MZI,Africa/Bamako,OpenFlights airports.dat
MZJ,America/Phoenix,OpenFlights airports.dat
MZK,Pacific/Tarawa,OpenFlights airports.dat
MZL,America/Bogota,OpenFlights airports.dat
MZM,Europe/Paris,OpenFlights airports.dat
MZO,America/Havana,OpenFlights airports.dat
MZP,Pacific/Auckland,OpenFlights airports.dat
MZQ,Africa/Johannesburg,OpenFlights airports.dat
MZR,Asia/Kabul,OpenFlights airports.dat
MZT,America/Mazatlan,OpenFlights airports.dat
MZU,Asia/Calcutta,OpenFlights airports.dat
MZV,Asia/Kuala_Lumpur,OpenFlights airports.dat
MZW,Africa/Algiers,OpenFlights airports.dat
NAA,Australia/Sydney,OpenFlights airports.dat
NAG,Asia/Calcutta,OpenFlights airports.dat
NAH,Asia/Makassar,OpenFlights airports.dat
NAI,America/Guyana,OpenFlights airports.dat
NAJ,Asia/Baku,OpenFlights airports.dat
NAK,Asia/Bangkok,OpenFlights airports.dat
NAL,Europe/Moscow,OpenFlights airports.dat
NAN,Pacific/Fiji,OpenFlights airports.dat
NAO,Asia/Shanghai,OpenFlights airports.dat
NAP,Europe/Rome,OpenFlights airports.dat
NAQ,America/Thule,OpenFlights airports.dat
NAS,America/Nassau,OpenFlights airports.dat
NAT,America/Fortaleza,OpenFlights airports.dat
NAV,Europe/Istanbul,OpenFlights airports.dat
NAW,Asia/Bangkok,OpenFlights airports.dat
NAY,Asia/Shanghai,OpenFlights airports.dat
NBC,Europe/Moscow,OpenFlights airports.dat
NBE,Africa/Tunis,OpenFlights airports.dat
NBG,America/Chicago,OpenFlights airports.dat
NBO,Africa/Nairobi,OpenFlights airports.dat
NBS,Asia/Shanghai,OpenFlights airports.dat
NBX,Asia/Jayapura,OpenFlights airports.dat
NCA,America/Grand_Turk,OpenFlights airports.dat
NCE,Europe/Paris,OpenFlights airports.dat
NCG,America/Mazatlan,OpenFlights airports.dat
NCL,Europe/London,OpenFlights airports.dat
NCN,America/Anchorage,OpenFlights airports.dat
NCO,America/New_York,OpenFlights airports.dat
NCR,America/Managua,OpenFlights airports.dat
NCS,Africa/Johannesburg,OpenFlights airports.dat
NCU,Asia/Samarkand,OpenFlights airports.dat
NCY,Europe/Paris,OpenFlights airports.dat
NDB,Africa/Nouakchott,OpenFlights airports.dat
NDC,Asia/Calcutta,OpenFlights airports.dat
NDG,Asia/Shanghai,OpenFlights airports.dat
NDJ,Africa/Ndjamena,OpenFlights airports.dat
NDR,Africa/Casablanca,OpenFlights airports.dat
NDU,Africa/Windhoek,OpenFlights airports.dat
NDY,Europe/London,OpenFlights airports.dat
NEC,America/Buenos_Aires,OpenFlights airports.dat
NEG,America/Jamaica,OpenFlights airports.dat
NEL,America/New_York,OpenFlights airports.dat
NER,Asia/Yakutsk,OpenFlights airports.dat
NEU,Asia/Vientiane,OpenFlights airports.dat
NEV,America/St_Kitts,OpenFlights airports.dat
NEW,America/Chicago,OpenFlights airports.dat
NFG,Asia/Yekaterinburg,OpenFlights airports.dat
NFL,America/Los_Angeles,OpenFlights airports.dat
NFO,Pacific/Tongatapu,OpenFlights airports.dat
NGB,Asia/Shanghai,OpenFlights airports.dat
NGE,Africa/Douala,OpenFlights airports.dat
NGF,Pacific/Honolulu,OpenFlights airports.dat
NGI,Pacific/Fiji,OpenFlights airports.dat
NGO,Asia/Tokyo,OpenFlights airports.dat
NGQ,Asia/Shanghai,OpenFlights airports.dat
NGS,Asia/Tokyo,OpenFlights airports.dat
NGU,America/New_York,OpenFlights airports.dat
NGX,Asia/Katmandu,OpenFlights airports.dat
NGZ,America/Los_Angeles,OpenFlights airports.dat
NHA,Asia/Saigon,OpenFlights airports.dat
NHD,Asia/Dubai,OpenFlights airports.dat
NHK,America/New_York,OpenFlights airports.dat
NHT,Europe/London,OpenFlights airports.dat
NHV,Pacific/Marquesas,OpenFlights airports.dat
NIB,America/Anchorage,OpenFlights airports.dat
NIG,Pacific/Tarawa,OpenFlights airports.dat
NIM,Africa/Niamey,OpenFlights airports.dat
NIO,Africa/Kinshasa,OpenFlights airports.dat
NIP,America/New_York,OpenFlights airports.dat
NIT,Europe/Paris,OpenFlights airports.dat
NIU,Pacific/Tahiti,OpenFlights airports.dat
NJA,Asia/Tokyo,OpenFlights airports.dat
NJC,Asia/Yekaterinburg,OpenFlights airports.dat
NJF,Asia/Baghdad,OpenFlights airports.dat
NJK,America/Los_Angeles,OpenFlights airports.dat
NKC,Africa/Nouakchott,OpenFlights airports.dat
NKG,Asia/Shanghai,OpenFlights airports.dat
NKM,Asia/Tokyo,OpenFlights airports.dat
NKT,Europe/Istanbul,OpenFlights airports.dat
NKW,Indian/Chagos,OpenFlights airports.dat
NKX,America/Los_Angeles,OpenFlights airports.dat
NLA,Africa/Lusaka,OpenFlights airports.dat
NLC,America/Los_Angeles,OpenFlights airports.dat
NLD,America/Mexico_City,OpenFlights airports.dat
NLF,Australia/Brisbane,OpenFlights airports.dat
NLG,America/Anchorage,OpenFlights airports.dat
NLK,Pacific/Norfolk,OpenFlights airports.dat
NLO,Africa/Kinshasa,OpenFlights airports.dat
NLP,Africa/Johannesburg,OpenFlights airports.dat
NLT,Asia/Shanghai,OpenFlights airports.dat
NLV,Europe/Kiev,OpenFlights airports.dat
NMA,Asia/Samarkand,OpenFlights airports.dat
NMB,Asia/Calcutta,OpenFlights airports.dat
NMC,America/Nassau,OpenFlights airports.dat
NME,America/Anchorage,OpenFlights airports.dat
NMS,Asia/Rangoon,OpenFlights airports.dat
NMT,Asia/Rangoon,OpenFlights airports.dat
NNA,Africa/Casablanca,OpenFlights airports.dat
NNB,Pacific/Guadalcanal,OpenFlights airports.dat
NNG,Asia/Shanghai,OpenFlights airports.dat
NNL,America/Anchorage,OpenFlights airports.dat
NNM,Europe/Moscow,OpenFlights airports.dat
NNR,Europe/Dublin,OpenFlights airports.dat
NNT,Asia/Bangkok,OpenFlights airports.dat
NNX,Asia/Makassar,OpenFlights airports.dat
NNY,Asia/Shanghai,OpenFlights airports.dat
NOA,Australia/Sydney,OpenFlights airports.dat
NOB,America/Costa_Rica,OpenFlights airports.dat
NOC,Europe/Dublin,OpenFlights airports.dat
NOD,Europe/Berlin,OpenFlights airports.dat
NOG,America/Hermosillo,OpenFlights airports.dat
NOJ,Asia/Yekaterinburg,OpenFlights airports.dat
NON,Pacific/Tarawa,OpenFlights airports.dat
NOP,Europe/Istanbul,OpenFlights airports.dat
NOR,Atlantic/Reykjavik,OpenFlights airports.dat
NOS,Indian/Antananarivo,OpenFlights airports.dat
NOT,America/Los_Angeles,OpenFlights airports.dat
NOU,Pacific/Noumea,OpenFlights airports.dat
NOV,Africa/Luanda,OpenFlights airports.dat
NOZ,Asia/Krasnoyarsk,OpenFlights airports.dat
NPA,America/Chicago,OpenFlights airports.dat
NPE,Pacific/Auckland,OpenFlights airports.dat
NPL,Pacific/Auckland,OpenFlights airports.dat
NPO,Asia/Jakarta,OpenFlights airports.dat
NQA,America/Chicago,OpenFlights airports.dat
NQI,America/Chicago,OpenFlights airports.dat
NQN,America/Argentina/Salta,OpenFlights airports.dat
NQT,Europe/London,OpenFlights airports.dat
NQU,America/Bogota,OpenFlights airports.dat
NQX,America/New_York,OpenFlights airports.dat
NQY,Europe/London,OpenFlights airports.dat
NRA,Australia/Sydney,OpenFlights airports.dat
NRD,Europe/Berlin,OpenFlights airports.dat
NRK,Europe/Stockholm,OpenFlights airports.dat
NRL,Europe/London,OpenFlights airports.dat
NRN,Europe/Berlin,OpenFlights airports.dat
NRR,America/Puerto_Rico,OpenFlights airports.dat
NRT,Asia/Tokyo,OpenFlights airports.dat
NSE,America/Chicago,OpenFlights airports.dat
NSH,Asia/Tehran,OpenFlights airports.dat
NSI,Africa/Douala,OpenFlights airports.dat
NSK,Asia/Krasnoyarsk,OpenFlights airports.dat
NSN,Pacific/Auckland,OpenFlights airports.dat
NSO,Australia/Sydney,OpenFlights airports.dat
NST,Asia/Bangkok,OpenFlights airports.dat
NSY,Europe/Rome,OpenFlights airports.dat
NTB,Europe/Oslo,OpenFlights airports.dat
NTD,America/Los_Angeles,OpenFlights airports.dat
NTE,Europe/Paris,OpenFlights airports.dat
NTI,Asia/Jayapura,OpenFlights airports.dat
NTL,Australia/Sydney,OpenFlights airports.dat
NTN,Australia/Brisbane,OpenFlights airports.dat
NTQ,Asia/Tokyo,OpenFlights airports.dat
NTR,America/Mexico_City,OpenFlights airports.dat
NTT,Pacific/Tongatapu,OpenFlights airports.dat
NTU,America/New_York,OpenFlights airports.dat
NTX,Asia/Jakarta,OpenFlights airports.dat
NTY,Africa/Johannesburg,OpenFlights airports.dat
NUE,Europe/Berlin,OpenFlights airports.dat
NUI,America/Anchorage,OpenFlights airports.dat
NUL,America/Anchorage,OpenFlights airports.dat
NUQ,America/Los_Angeles,OpenFlights airports.dat
NUS,Pacific/Efate,OpenFlights airports.dat
NUW,America/Los_Angeles,OpenFlights airports.dat
NUX,Asia/Yekaterinburg,OpenFlights airports.dat
NVA,America/Bogota,OpenFlights airports.dat
NVI,Asia/Samarkand,OpenFlights airports.dat
NVK,Europe/Oslo,OpenFlights airports.dat
NVP,America/Boa_Vista,OpenFlights airports.dat
NVS,Europe/Paris,OpenFlights airports.dat
NVT,America/Sao_Paulo,OpenFlights airports.dat
NWA,Indian/Comoro,OpenFlights airports.dat
NWI,Europe/London,OpenFlights airports.dat
NXX,America/New_York,OpenFlights airports.dat
NYA,Asia/Yekaterinburg,OpenFlights airports.dat
NYE,Africa/Nairobi,OpenFlights airports.dat
NYI,Africa/Accra,OpenFlights airports.dat
NYK,Africa/Nairobi,OpenFlights airports.dat
NYM,Asia/Yekaterinburg,OpenFlights airports.dat
NYO,Europe/Stockholm,OpenFlights airports.dat
NYT,Asia/Rangoon,OpenFlights airports.dat
NYU,Asia/Rangoon,OpenFlights airports.dat
NYW,Asia/Rangoon,OpenFlights airports.dat
NZA,Africa/Luanda,OpenFlights airports.dat
NZC,America/Lima,OpenFlights airports.dat
NZH,Asia/Shanghai,OpenFlights airports.dat
NZJ,America/Los_Angeles,OpenFlights airports.dat
NZY,America/Los_Angeles,OpenFlights airports.dat
OAA,Asia/Kabul,OpenFlights airports.dat
OAG,Australia/Sydney,OpenFlights airports.dat
OAH,Asia/Kabul,OpenFlights airports.dat
OAI,Asia/Kabul,OpenFlights airports.dat
OAJ,America/New_York,OpenFlights airports.dat
OAK,America/Los_Angeles,OpenFlights airports.dat
OAL,America/Boa_Vista,OpenFlights airports.dat
OAM,Pacific/Auckland,OpenFlights airports.dat
OAR,America/Los_Angeles,OpenFlights airports.dat
OAS,Asia/Kabul,OpenFlights airports.dat
OAX,America/Mexico_City,OpenFlights airports.dat
OAZ,Asia/Kabul,OpenFlights airports.dat
OBC,Africa/Djibouti,OpenFlights airports.dat
OBE,America/New_York,OpenFlights airports.dat
OBF,Europe/Berlin,OpenFlights airports.dat
OBL,Europe/Brussels,OpenFlights airports.dat
OBN,Europe/London,OpenFlights airports.dat
OBO,Asia/Tokyo,OpenFlights airports.dat
OBS,Europe/Paris,OpenFlights airports.dat
OBU,America/Anchorage,OpenFlights airports.dat
OBY,America/Scoresbysund,OpenFlights airports.dat
OCA,America/New_York,OpenFlights airports.dat
OCC,America/Guayaquil,OpenFlights airports.dat
OCF,America/New_York,OpenFlights airports.dat
OCJ,America/Jamaica,OpenFlights airports.dat
OCN,America/Los_Angeles,OpenFlights airports.dat
OCV,America/Bogota,OpenFlights airports.dat
OCW,America/New_York,OpenFlights airports.dat
ODB,Europe/Madrid,OpenFlights airports.dat
ODE,Europe/Copenhagen,OpenFlights airports.dat
ODH,Europe/London,OpenFlights airports.dat
ODN,Asia/Kuala_Lumpur,OpenFlights airports.dat
ODO,Asia/Irkutsk,OpenFlights airports.dat
ODS,Europe/Kiev,OpenFlights airports.dat
ODY,Asia/Vientiane,OpenFlights airports.dat
OEM,America/Paramaribo,OpenFlights airports.dat
OER,Europe/Stockholm,OpenFlights airports.dat
OES,America/Argentina/Salta,OpenFlights airports.dat
OFF,America/Chicago,OpenFlights airports.dat
OGD,America/Denver,OpenFlights airports.dat
OGG,Pacific/Honolulu,OpenFlights airports.dat
OGL,America/Guyana,OpenFlights airports.dat
OGN,Asia/Tokyo,OpenFlights airports.dat
OGS,America/New_York,OpenFlights airports.dat
OGX,Africa/Algiers,OpenFlights airports.dat
OGZ,Europe/Moscow,OpenFlights airports.dat
OHA,Pacific/Auckland,OpenFlights airports.dat
OHD,Europe/Skopje,OpenFlights airports.dat
OHE,Asia/Shanghai,OpenFlights airports.dat
OHO,Asia/Vladivostok,OpenFlights airports.dat
OIA,America/Belem,OpenFlights airports.dat
OIM,Asia/Tokyo,OpenFlights airports.dat
OIR,Asia/Tokyo,OpenFlights airports.dat
OIT,Asia/Tokyo,OpenFlights airports.dat
OJC,America/Chicago,OpenFlights airports.dat
OKA,Asia/Tokyo,OpenFlights airports.dat
OKC,America/Chicago,OpenFlights airports.dat
OKD,Asia/Tokyo,OpenFlights airports.dat
OKE,Asia/Tokyo,OpenFlights airports.dat
OKF,Africa/Windhoek,OpenFlights airports.dat
OKI,Asia/Tokyo,OpenFlights airports.dat
OKJ,Asia/Tokyo,OpenFlights airports.dat
OKM,America/Chicago,OpenFlights airports.dat
OKN,Africa/Libreville,OpenFlights airports.dat
OKO,Asia/Tokyo,OpenFlights airports.dat
OKR,Australia/Brisbane,OpenFlights airports.dat
OKU,Africa/Windhoek,OpenFlights airports.dat
OKY,Australia/Brisbane,OpenFlights airports.dat
OLA,Europe/Oslo,OpenFlights airports.dat
OLB,Europe/Rome,OpenFlights airports.dat
OLC,America/Boa_Vista,OpenFlights airports.dat
OLF,America/Denver,OpenFlights airports.dat
OLJ,Pacific/Efate,OpenFlights airports.dat
OLM,America/Los_Angeles,OpenFlights airports.dat
OLP,Australia/Adelaide,OpenFlights airports.dat
OLS,America/Phoenix,OpenFlights airports.dat
OLV,America/Chicago,OpenFlights airports.dat
OLZ,Asia/Yakutsk,OpenFlights airports.dat
OMA,America/Chicago,OpenFlights airports.dat
OMB,Africa/Libreville,OpenFlights airports.dat
OMC,Asia/Manila,OpenFlights airports.dat
OMD,Africa/Windhoek,OpenFlights airports.dat
OME,America/Anchorage,OpenFlights airports.dat
OMF,Asia/Amman,OpenFlights airports.dat
OMH,Asia/Tehran,OpenFlights airports.dat
OMI,Asia/Tehran,OpenFlights airports.dat
OMO,Europe/Sarajevo,OpenFlights airports.dat
OMR,Europe/Bucharest,OpenFlights airports.dat
OMS,Asia/Omsk,OpenFlights airports.dat
OND,Africa/Windhoek,OpenFlights airports.dat
ONG,Australia/Brisbane,OpenFlights airports.dat
ONJ,Asia/Tokyo,OpenFlights airports.dat
ONK,Asia/Yakutsk,OpenFlights airports.dat
ONO,America/Denver,OpenFlights airports.dat
ONP,America/Los_Angeles,OpenFlights airports.dat
ONQ,Europe/Istanbul,OpenFlights airports.dat
ONS,Australia/Perth,OpenFlights airports.dat
ONT,America/Los_Angeles,OpenFlights airports.dat
ONX,America/Panama,OpenFlights airports.dat
OOK,America/Anchorage,OpenFlights airports.dat
OOL,Australia/Brisbane,OpenFlights airports.dat
OOM,Australia/Sydney,OpenFlights airports.dat
OPF,America/New_York,OpenFlights airports.dat
OPO,Europe/Lisbon,OpenFlights airports.dat
OPS,America/Campo_Grande,OpenFlights airports.dat
OPU,Pacific/Port_Moresby,OpenFlights airports.dat
ORA,America/Argentina/Salta,OpenFlights airports.dat
ORB,Europe/Stockholm,OpenFlights airports.dat
ORD,America/Chicago,OpenFlights airports.dat
ORE,Europe/Paris,OpenFlights airports.dat
ORF,America/New_York,OpenFlights airports.dat
ORG,America/Paramaribo,OpenFlights airports.dat
ORH,America/New_York,OpenFlights airports.dat
ORJ,America/Guyana,OpenFlights airports.dat
ORK,Europe/Dublin,OpenFlights airports.dat
ORL,America/New_York,OpenFlights airports.dat
ORN,Africa/Algiers,OpenFlights airports.dat
ORP,Africa/Gaborone,OpenFlights airports.dat
ORT,America/Anchorage,OpenFlights airports.dat
ORU,America/La_Paz,OpenFlights airports.dat
ORV,America/Anchorage,OpenFlights airports.dat
ORW,Asia/Karachi,OpenFlights airports.dat
ORX,America/Belem,OpenFlights airports.dat
ORY,Europe/Paris,OpenFlights airports.dat
OSC,America/New_York,OpenFlights airports.dat
OSD,Europe/Stockholm,OpenFlights airports.dat
OSF,Europe/Moscow,OpenFlights airports.dat
OSH,America/Chicago,OpenFlights airports.dat
OSI,Europe/Zagreb,OpenFlights airports.dat
OSK,Europe/Stockholm,OpenFlights airports.dat
OSL,Europe/Oslo,OpenFlights airports.dat
OSM,Asia/Baghdad,OpenFlights airports.dat
OSN,Asia/Seoul,OpenFlights airports.dat
OSP,Europe/Warsaw,OpenFlights airports.dat
OSR,Europe/Prague,OpenFlights airports.dat
OSS,Asia/Bishkek,OpenFlights airports.dat
OST,Europe/Brussels,OpenFlights airports.dat
OSU,America/New_York,OpenFlights airports.dat
OSW,Asia/Yekaterinburg,OpenFlights airports.dat
OSY,Europe/Oslo,OpenFlights airports.dat
OTH,America/Los_Angeles,OpenFlights airports.dat
OTI,Asia/Jayapura,OpenFlights airports.dat
OTK,America/Los_Angeles,OpenFlights airports.dat
OTP,Europe/Bucharest,OpenFlights airports.dat
OTR,America/Costa_Rica,OpenFlights airports.dat
OTU,America/Bogota,OpenFlights airports.dat
OTZ,America/Anchorage,OpenFlights airports.dat
OUA,Africa/Ouagadougou,OpenFlights airports.dat
OUD,Africa/Casablanca,OpenFlights airports.dat
OUE,Africa/Brazzaville,OpenFlights airports.dat
OUH,Africa/Johannesburg,OpenFlights airports.dat
OUK,Europe/London,OpenFlights airports.dat
OUL,Europe/Helsinki,OpenFlights airports.dat
OUZ,Africa/Nouakchott,OpenFlights airports.dat
OVA,Indian/Antananarivo,OpenFlights airports.dat
OVB,Asia/Krasnoyarsk,OpenFlights airports.dat
OVD,Europe/Madrid,OpenFlights airports.dat
OVG,Africa/Johannesburg,OpenFlights airports.dat
OVR,America/Buenos_Aires,OpenFlights airports.dat
OVS,Asia/Yekaterinburg,OpenFlights airports.dat
OWB,America/Chicago,OpenFlights airports.dat
OWD,America/New_York,OpenFlights airports.dat
OXB,Africa/Bissau,OpenFlights airports.dat
OXC,America/New_York,OpenFlights airports.dat
OXF,Europe/London,OpenFlights airports.dat
OXR,America/Los_Angeles,OpenFlights airports.dat
OYA,America/Cordoba,OpenFlights airports.dat
OYE,Africa/Libreville,OpenFlights airports.dat
OYK,America/Fortaleza,OpenFlights airports.dat
OYL,Africa/Nairobi,OpenFlights airports.dat
OYO,America/Buenos_Aires,OpenFlights airports.dat
OYP,America/Cayenne,OpenFlights airports.dat
OZA,America/Chicago,OpenFlights airports.dat
OZC,Asia/Manila,OpenFlights airports.dat
OZG,Africa/Casablanca,OpenFlights airports.dat
OZH,Europe/Kiev,OpenFlights airports.dat
OZP,Europe/Madrid,OpenFlights airports.dat
OZZ,Africa/Casablanca,OpenFlights airports.dat
PAA,Asia/Rangoon,OpenFlights airports.dat
PAB,Asia/Calcutta,OpenFlights airports.dat
PAC,America/Panama,OpenFlights airports.dat
PAD,Europe/Berlin,OpenFlights airports.dat
PAE,America/Los_Angeles,OpenFlights airports.dat
PAG,Asia/Manila,OpenFlights airports.dat
PAH,America/Chicago,OpenFlights airports.dat
PAJ,Asia/Karachi,OpenFlights airports.dat
PAM,America/Chicago,OpenFlights airports.dat
PAN,Asia/Bangkok,OpenFlights airports.dat
PAO,America/Los_Angeles,OpenFlights airports.dat
PAP,America/Port-au-Prince,OpenFlights airports.dat
PAQ,America/Anchorage,OpenFlights airports.dat
PAS,Europe/Athens,OpenFlights airports.dat
PAT,Asia/Calcutta,OpenFlights airports.dat
PAV,America/Fortaleza,OpenFlights airports.dat
PAX,America/Port-au-Prince,OpenFlights airports.dat
PAZ,America/Mexico_City,OpenFlights airports.dat
PBC,America/Mexico_City,OpenFlights airports.dat
PBD,Asia/Calcutta,OpenFlights airports.dat
PBF,America/Chicago,OpenFlights airports.dat
PBG,America/New_York,OpenFlights airports.dat
PBH,Asia/Thimphu,OpenFlights airports.dat
PBI,America/New_York,OpenFlights airports.dat
PBJ,Pacific/Efate,OpenFlights airports.dat
PBL,America/Caracas,OpenFlights airports.dat
PBM,America/Paramaribo,OpenFlights airports.dat
PBN,Africa/Luanda,OpenFlights airports.dat
PBO,Australia/Perth,OpenFlights airports.dat
PBP,America/Costa_Rica,OpenFlights airports.dat
PBR,America/Guatemala,OpenFlights airports.dat
PBU,Asia/Rangoon,OpenFlights airports.dat
PBZ,Africa/Johannesburg,OpenFlights airports.dat
PCB,Asia/Jakarta,OpenFlights airports.dat
PCF,Africa/Johannesburg,OpenFlights airports.dat
PCL,America/Lima,OpenFlights airports.dat
PCN,Pacific/Auckland,OpenFlights airports.dat
PCP,Africa/Sao_Tome,OpenFlights airports.dat
PCR,America/Bogota,OpenFlights airports.dat
PDA,America/Bogota,OpenFlights airports.dat
PDG,Asia/Jakarta,OpenFlights airports.dat
PDK,America/New_York,OpenFlights airports.dat
PDL,Atlantic/Azores,OpenFlights airports.dat
PDO,Asia/Jakarta,OpenFlights airports.dat
PDP,America/Montevideo,OpenFlights airports.dat
PDS,America/Mexico_City,OpenFlights airports.dat
PDT,America/Los_Angeles,OpenFlights airports.dat
PDV,Europe/Sofia,OpenFlights airports.dat
PDX,America/Los_Angeles,OpenFlights airports.dat
PEA,Australia/Adelaide,OpenFlights airports.dat
PED,Europe/Prague,OpenFlights airports.dat
PEE,Asia/Yekaterinburg,OpenFlights airports.dat
PEF,Europe/Berlin,OpenFlights airports.dat
PEG,Europe/Rome,OpenFlights airports.dat
PEH,America/Buenos_Aires,OpenFlights airports.dat
PEI,America/Bogota,OpenFlights airports.dat
PEK,Asia/Shanghai,OpenFlights airports.dat
PEM,America/Lima,OpenFlights airports.dat
PEN,Asia/Kuala_Lumpur,OpenFlights airports.dat
PEQ,America/Chicago,OpenFlights airports.dat
PER,Australia/Perth,OpenFlights airports.dat
PES,Europe/Moscow,OpenFlights airports.dat
PET,America/Sao_Paulo,OpenFlights airports.dat
PEU,America/Tegucigalpa,OpenFlights airports.dat
PEV,Europe/Budapest,OpenFlights airports.dat
PEW,Asia/Karachi,OpenFlights airports.dat
PEX,Europe/Moscow,OpenFlights airports.dat
PEZ,Europe/Moscow,OpenFlights airports.dat
PFB,America/Sao_Paulo,OpenFlights airports.dat
PFJ,Atlantic/Reykjavik,OpenFlights airports.dat
PFN,America/Chicago,OpenFlights airports.dat
PFO,Asia/Nicosia,OpenFlights airports.dat
PFQ,Asia/Tehran,OpenFlights airports.dat
PFR,Africa/Lubumbashi,OpenFlights airports.dat
PGA,America/Phoenix,OpenFlights airports.dat
PGD,America/New_York,OpenFlights airports.dat
PGF,Europe/Paris,OpenFlights airports.dat
PGH,Asia/Calcutta,OpenFlights airports.dat
PGK,Asia/Jakarta,OpenFlights airports.dat
